,Topic,Representative Post
1449,9,turn coat inside turncoat sure not really elected legally either
1450,9,doe not count nothing turn coat
1451,9,never accept biden turn coat everything america stand
1452,9,knew did not ball
1453,9,kemp got ball weak
1454,9,got ball bad others wussies
1455,9,awww cute trump cunt tear delightful
1456,9,aww cute yoy misinformed sheeple
1457,9,aww could have left puppy unmasked
1458,9,have not watched pro game year since degenerate kneeled national anthem surge hate law order cannot bear watch many american feel hell hand basket not miss all
1459,9,proudly have not watched nfl football year better thing packer season ticket waiting list since still ahead refuse watch denigrate country people like
1460,9,well said stopped supporting watching pro sport movie talking head never finished school truly sad part vast majority athlete entertainer end career broke thrown aside handler forgotten
1461,9,people hell sufferingno matter have done puppet used satan
1462,9,bet already bitch satan spawn
1463,9,cheater demon cheater spawn
1464,9,called somebody whining bitching whiny bitch got day morning
1465,9,big shocker that bitch need snuffed
1466,9,every called reporter cnn nothing whiny little bitch
1467,9,soon mother fucker soon
1468,9,nora mother fucker are not shit ecstatic pissed much pussy
1469,9,illbe glad mother fucker accident
1470,9,bitch well daughter get help either then because look balance like dad
1471,9,she looking like father everyday
1472,9,sound like typical whiney bitch
1473,9,not dumbass pussy time however better most
1474,9,gruesome nearly gone please take wolf
1475,9,gruesome newsom always himself
1476,9,she fukking turd come along diarrhea mouth she spewing bullshit horseshit manuer etc
1477,9,you are going get lot trouble douchbag feed cat jerk off snort line take med
1478,9,zukkirbirg puke spews uncontrollably mouth whenever forced see hear obam
1479,9,liar liar pant firehoe
1480,9,course disputed provide sauce liar liar pant fire
1481,9,liar wish pant would catch fire
1482,9,alter image there way whorely wear watch tell time
1483,9,dirty old men looking dress
1484,9,ugly even still ugly
1485,9,think man demon possessed
1486,9,possessed anyone watch baby die trying kill possessed
1487,9,probably left devil worshiping night
1488,9,stop supporting not politics place sport end
1489,9,still politics not sport though
1490,9,sport longer enjoyment political sad fun past time
1491,9,evil nasty ugly old witch
1492,9,sadly new crop worse old buzzard
1493,9,sick nasty old man
1494,9,yes keep busting ball trump
1495,9,totally correct finally guy ball bring come costco
1496,9,finally north carolina elected official ball
1497,9,left shown again attitude entitled bratty teenager
1498,9,many child attitude left gotten insane
1499,9,intelligent year old attitude
1500,9,keep opening fuck natzi cocksucker
1501,9,bhahahaha keep voting cocksucker
1502,9,harry probably cocksucker anyways keep candace dumb ass like trying mock mean got them
