,Topic,Representative Post
1339,9,antifa idea big trump army
1340,9,definitely not trump supporter definitely antifa
1341,9,surprised showing allegiance activist clown black robe
1342,9,not necessarily trump supporter dressed trump supporter
1343,9,not trump supporter antique dressed trump supporter
1344,9,statetroopers escorting antifa bus capitol what going
1345,9,would shock more not say actually anything anyhing like taking space capitol
1346,9,witness showing video antifa shuttle bus escorted several state trooper vehicle
1347,9,yeah well got enough domestic enemy right making that
1348,9,see enemy combatant domestic threat reason second amendment
1349,9,medium president wannabe foreign domestic enemy
1350,9,blm antifa cancel culture domestic terrorist
1351,9,insanity blm terrorism witnessing beginning intifada western culture value
1352,9,blm domestic terrorist organizationand bunch asshole
1353,9,clear one left dead terrorist carry
1354,9,could not happen better city carry
1355,9,weighs easy party sized
1356,9,mayor allows ghetto blm destroy city national guard deployed
1357,9,sure trump supporter not blmburning looting murder antifa actual fascist responsible
1358,9,represents one looting burning destroyingya knowthe constituent
1359,9,army drill sergeant shot dead inside vehicle texas
1360,9,professorfurious brokeback mountain quote
1361,9,cop died beaten pipe yesterday died injury hour ago
1362,9,possible trespassing longer crime fucked state california
1363,9,also get trespassing not warrant
1364,9,better not come house trespassing period
1365,9,watching looked like staged something not right like election
1366,9,staged photo congress knew
1367,9,video show death woman staged
1368,9,white person right mind would stay baltimore city
1369,9,true look place rule san francisco detroit baltimore
1370,9,fuck seattle place shit hole
1371,9,violence unarmed girl shot yelling
1372,9,person shot unarmed woman unacceptable
1373,9,help shoot unarmed woman traitor
1374,9,utter disgrace see difference treatment ashli babbitt executed misguided enthusiasm
1375,9,ashli babbitt may forever rest peace
1376,9,believe drawing possible logo honor ashli babbit fallen patriot january capital
